,sexo,posse_de_veiculo,posse_de_imovel,qtd_filhos,idade,tempo_emprego,possui_celular,possui_fone_comercial,possui_fone,possui_email,qt_pessoas_residencia,mau,tipo_renda_Pensioner,tipo_renda_State servant,tipo_renda_Student,tipo_renda_Working,educacao_Higher education,educacao_Incomplete higher,educacao_Lower secondary,educacao_Secondary / secondary special,estado_civil_Married,estado_civil_Separated,estado_civil_Single / not married,estado_civil_Widow,tipo_residencia_House / apartment,tipo_residencia_Municipal apartment,tipo_residencia_Office apartment,tipo_residencia_Rented apartment,tipo_residencia_With parents
9735,0,0,0,0,54.52054794520548,9.531506849315068,1,1,0,0,2.0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
9736,0,0,1,0,38.706849315068496,1.0246575342465754,1,0,0,1,2.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
9737,1,0,0,0,28.405479452054795,3.4493150684931506,1,1,0,0,2.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
9744,0,1,0,0,34.013698630136986,10.123287671232877,1,0,0,0,2.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
9747,0,0,0,0,57.19178082191781,10.36986301369863,1,0,0,0,2.0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
9752,0,0,1,0,51.46027397260274,1.0273972602739727,1,0,0,0,2.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
9753,0,0,1,1,29.95616438356164,1.2712328767123289,1,0,0,0,2.0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0
9754,0,1,1,0,28.86849315068493,7.523287671232877,1,0,0,0,2.0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
9755,0,0,1,0,53.32876712328767,-1000.6657534246576,1,0,0,0,2.0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
9756,0,0,1,0,47.73150684931507,0.5178082191780822,1,0,1,0,2.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
9757,0,1,1,2,28.21095890410959,5.597260273972603,1,0,0,1,4.0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
9758,0,0,1,0,56.032876712328765,20.02739726027397,1,0,1,0,1.0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0
9759,0,0,1,0,60.29041095890411,-1000.6657534246576,1,0,0,0,2.0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
9760,1,1,0,0,46.11506849315069,-1000.6657534246576,1,0,1,0,2.0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
9761,0,1,1,0,63.04931506849315,-1000.6657534246576,1,0,0,0,2.0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
9762,0,0,1,0,64.93150684931507,1.9506849315068493,1,1,1,0,2.0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
9763,0,1,0,0,54.55342465753424,13.624657534246577,1,0,1,0,2.0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
9764,1,1,0,0,27.93972602739726,1.5342465753424657,1,0,1,0,1.0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
9765,1,1,0,0,26.876712328767123,8.2,1,1,0,0,2.0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
9768,0,0,0,0,59.95068493150685,-1000.6657534246576,1,0,0,0,2.0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
9770,0,0,1,0,45.67397260273973,0.2712328767123287,1,0,0,0,2.0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
9771,0,0,1,0,40.298630136986304,4.854794520547945,1,0,0,0,1.0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
9772,0,0,1,1,39.72054794520548,1.0164383561643835,1,0,0,1,3.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
9773,1,1,1,0,29.34794520547945,0.5945205479452055,1,0,0,0,2.0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
9774,0,1,1,0,42.12328767123287,17.85753424657534,1,0,0,0,2.0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
9775,0,0,1,0,59.78082191780822,1.0136986301369864,1,0,1,0,1.0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0
9776,0,0,1,0,54.44383561643836,-1000.6657534246576,1,0,0,0,2.0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
9777,0,0,0,0,57.89315068493151,25.695890410958903,1,0,1,0,2.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
9778,1,0,0,0,41.95068493150685,-1000.6657534246576,1,0,0,0,2.0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
9779,0,0,1,0,46.915068493150685,8.783561643835617,1,0,0,0,2.0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
9780,1,1,1,2,42.09041095890411,9.115068493150686,1,0,0,0,4.0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
9781,0,0,0,0,61.16986301369863,-1000.6657534246576,1,0,0,0,2.0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
9782,0,0,0,0,53.895890410958906,9.523287671232875,1,0,0,0,1.0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
9783,0,0,1,0,37.35068493150685,15.945205479452056,1,0,1,0,2.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
9784,0,1,1,1,51.465753424657535,13.93972602739726,1,0,0,0,3.0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
9785,1,1,1,0,40.01643835616439,10.35068493150685,1,1,1,0,2.0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
9786,1,1,1,0,55.08767123287672,22.02739726027397,1,1,0,0,2.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
9787,0,0,1,0,54.87123287671233,2.26027397260274,1,0,0,0,2.0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0
9788,0,0,1,0,42.44931506849315,24.213698630136985,1,0,0,0,1.0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0
9789,1,1,1,2,29.134246575342463,0.2794520547945205,1,0,0,0,4.0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
9791,0,0,1,0,58.04931506849315,-1000.6657534246576,1,0,0,0,1.0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
9792,1,1,1,1,42.57808219178082,8.93972602739726,1,0,0,0,3.0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
9793,0,1,1,1,34.9041095890411,9.6,1,0,0,0,3.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
9794,0,0,0,1,32.07397260273972,6.347945205479452,1,0,0,0,3.0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
9795,1,1,1,0,44.78904109589041,12.435616438356163,1,0,0,0,2.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
9797,1,0,0,1,44.11232876712329,13.52054794520548,1,0,0,0,3.0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
9798,1,1,0,2,45.14794520547945,11.183561643835615,1,0,0,0,4.0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
9800,0,1,1,1,55.945205479452056,-1000.6657534246576,1,0,1,0,3.0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
9801,0,0,1,0,38.58904109589041,2.8465753424657536,1,0,0,0,2.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
9802,0,0,1,0,42.57808219178082,2.4273972602739726,1,1,0,0,2.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
9804,1,1,1,0,54.221917808219175,-1000.6657534246576,1,0,0,0,1.0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
9806,1,0,1,0,43.06575342465754,1.3452054794520547,1,0,0,1,2.0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
9807,1,0,1,0,29.8,2.0986301369863014,1,0,0,1,2.0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
9808,0,0,1,0,47.74520547945205,13.353424657534246,1,0,0,1,2.0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
9809,0,1,1,0,64.0958904109589,3.5287671232876714,1,0,1,0,2.0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
9810,0,0,1,0,59.95616438356164,-1000.6657534246576,1,0,1,0,2.0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
9811,0,0,1,0,38.30958904109589,7.783561643835616,1,1,0,0,2.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
9812,0,0,1,0,54.49041095890411,9.863013698630136,1,1,0,0,2.0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
9813,0,1,0,0,45.69315068493151,19.704109589041096,1,0,0,0,2.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
9814,1,0,1,0,63.7945205479452,14.86027397260274,1,0,0,0,2.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
9815,0,0,1,1,52.43835616438356,2.43013698630137,1,0,0,0,2.0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0
9816,0,0,1,0,59.33150684931507,-1000.6657534246576,1,0,0,0,2.0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
9817,0,0,1,0,63.95890410958904,-1000.6657534246576,1,0,1,0,2.0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
9818,0,0,0,2,28.56164383561644,5.4301369863013695,1,0,0,1,4.0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
9819,0,1,1,0,35.87671232876713,10.18082191780822,1,1,1,0,2.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
9820,0,0,1,0,65.06849315068493,-1000.6657534246576,1,0,0,0,2.0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
9821,0,0,1,0,46.35616438356164,5.263013698630137,1,0,0,0,2.0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
9822,0,0,1,0,48.31506849315068,15.457534246575342,1,0,1,0,2.0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
9823,0,0,1,0,40.583561643835615,8.123287671232877,1,0,1,0,2.0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
9824,0,1,0,0,37.11232876712329,5.868493150684931,1,0,0,0,1.0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0
9825,1,0,1,0,52.293150684931504,16.78904109589041,1,0,0,0,2.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
9826,0,0,1,1,42.3041095890411,1.1863013698630136,1,0,0,0,3.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
9827,0,0,0,0,27.59178082191781,4.515068493150685,1,1,1,0,2.0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
9828,0,0,1,0,57.08493150684932,-1000.6657534246576,1,0,0,0,2.0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
9829,0,0,1,0,33.24931506849315,3.43013698630137,1,0,0,0,2.0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
9830,0,1,1,0,41.1972602739726,5.767123287671233,1,0,0,0,2.0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
9831,0,0,1,0,36.93150684931507,14.52054794520548,1,1,1,0,2.0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
9832,0,0,1,0,48.58082191780822,18.85753424657534,1,0,0,0,2.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
9833,0,1,1,2,48.24657534246575,2.5945205479452054,1,0,0,0,4.0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
9834,0,1,1,0,42.24931506849315,3.282191780821918,1,0,1,0,2.0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
9835,0,0,1,0,59.00547945205479,37.63013698630137,1,0,0,0,1.0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
9836,1,1,1,0,32.37808219178082,8.857534246575343,1,0,0,0,2.0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
9837,0,1,1,0,41.31506849315068,15.276712328767124,1,0,0,0,2.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
9838,0,0,0,0,39.72602739726028,1.2575342465753423,1,1,0,0,2.0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
9839,1,1,0,0,31.734246575342464,3.9315068493150687,1,1,1,0,2.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
9840,0,1,0,0,41.90958904109589,2.4246575342465757,1,1,1,1,1.0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
9841,0,0,0,0,28.5013698630137,6.013698630136986,1,0,1,0,2.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
9842,0,1,0,0,54.15068493150685,27.19178082191781,1,1,1,0,1.0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
9843,0,1,0,0,59.93972602739726,-1000.6657534246576,1,0,0,0,2.0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
9844,0,0,1,0,51.78356164383562,3.767123287671233,1,0,0,0,1.0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
9845,0,0,1,0,46.5013698630137,8.013698630136986,1,0,0,0,2.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
9846,1,1,0,3,29.734246575342464,2.9534246575342467,1,0,0,0,5.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
9847,0,0,1,0,54.80821917808219,-1000.6657534246576,1,0,1,0,2.0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
9848,1,1,1,0,55.57260273972603,1.526027397260274,1,0,0,0,2.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
9849,0,0,1,1,42.55890410958904,1.6082191780821915,1,0,0,0,3.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
9850,1,0,1,0,43.28219178082192,11.27945205479452,1,0,1,1,1.0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
9851,1,1,0,0,49.347945205479455,3.2684931506849315,1,1,1,0,1.0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
9852,0,0,0,0,45.77534246575343,15.780821917808218,1,1,0,0,2.0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
9853,1,0,0,0,55.57534246575342,2.0986301369863014,1,0,1,1,2.0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
9854,0,0,1,0,54.64383561643836,-1000.6657534246576,1,0,0,0,2.0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
9855,1,1,0,0,28.96986301369863,0.3452054794520548,1,0,0,0,1.0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
9857,0,0,1,0,57.14794520547945,11.01917808219178,1,0,1,0,2.0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
9858,1,1,0,0,54.917808219178085,11.876712328767123,1,0,0,0,2.0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
9859,0,0,1,0,53.2958904109589,5.367123287671233,1,0,0,0,2.0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
9860,0,0,1,0,31.684931506849317,3.953424657534247,1,0,1,0,1.0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
9861,0,0,0,0,58.38356164383562,-1000.6657534246576,1,0,0,0,2.0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
9862,0,0,0,0,58.56712328767123,-1000.6657534246576,1,0,0,1,2.0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
9863,0,0,1,0,66.67123287671232,-1000.6657534246576,1,0,0,0,1.0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
9864,1,0,1,1,26.843835616438355,3.9342465753424656,1,0,0,1,3.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
9865,0,1,1,0,48.391780821917806,4.682191780821918,1,1,1,0,2.0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
9866,0,0,1,1,34.293150684931504,10.35068493150685,1,0,1,1,3.0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
9867,0,1,1,0,39.86301369863013,8.873972602739727,1,0,1,1,2.0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
9868,0,0,1,3,43.32876712328767,23.383561643835616,1,0,1,1,5.0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
9869,0,1,1,0,56.75342465753425,3.024657534246576,1,1,1,0,2.0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
9870,1,0,1,0,31.04383561643836,3.0986301369863014,1,1,1,0,1.0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0
9871,1,1,1,0,57.29041095890411,3.0136986301369864,1,0,0,1,2.0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
9872,0,0,1,0,52.95890410958904,-1000.6657534246576,1,0,0,0,2.0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
9873,0,0,1,0,62.79178082191781,5.515068493150685,1,0,0,0,2.0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
9875,0,0,1,0,47.654794520547945,4.682191780821918,1,1,1,0,2.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
9876,0,0,1,0,41.484931506849314,12.602739726027398,1,0,0,0,2.0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
9877,0,0,1,0,41.75616438356165,6.934246575342466,1,0,0,0,2.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
9878,1,0,1,0,28.80821917808219,1.0986301369863014,1,0,0,0,1.0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
9879,0,1,1,1,48.93150684931507,6.682191780821918,1,0,0,0,3.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
9880,1,1,0,0,54.10410958904109,2.0356164383561643,1,1,0,1,2.0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
9881,1,1,0,0,31.495890410958904,10.197260273972605,1,1,1,0,2.0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
9882,0,0,1,0,53.38630136986301,1.6082191780821915,1,0,0,0,2.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
9883,0,1,1,1,28.18904109589041,6.432876712328767,1,0,0,0,2.0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1
9884,1,0,0,1,43.30958904109589,1.263013698630137,1,0,0,0,3.0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
9885,1,0,1,0,41.18356164383562,0.8465753424657534,1,0,0,0,2.0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
9886,1,1,0,0,34.68767123287671,1.0986301369863014,1,0,0,0,2.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
9888,0,0,1,0,46.32054794520548,1.1753424657534246,1,0,0,0,2.0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
9890,1,1,1,2,42.35616438356164,19.18904109589041,1,0,0,0,4.0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
9892,0,1,1,1,29.85753424657534,1.0986301369863014,1,0,0,0,2.0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
9893,0,0,1,0,55.227397260273975,9.76986301369863,1,0,0,0,2.0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
9894,0,0,1,0,52.136986301369866,7.2027397260273975,1,0,0,0,1.0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0
9895,1,0,1,0,58.04931506849315,-1000.6657534246576,1,0,0,0,1.0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
9896,0,0,1,0,58.43835616438356,20.60821917808219,1,0,0,0,2.0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
9897,0,0,1,1,36.38356164383562,0.9534246575342464,1,0,0,1,3.0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
9898,1,1,1,0,57.057534246575344,7.36986301369863,1,0,0,0,2.0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
9899,1,0,1,0,56.96986301369863,4.945205479452055,1,0,0,1,2.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
9900,0,1,0,0,57.293150684931504,24.03287671232877,1,0,1,0,2.0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
9901,0,0,1,0,60.11506849315069,-1000.6657534246576,1,0,0,0,1.0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
9902,0,1,1,0,41.24657534246575,14.35068493150685,1,1,1,1,2.0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
9904,1,1,1,0,28.575342465753423,3.095890410958904,1,0,0,1,2.0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
9905,0,1,1,0,48.824657534246576,5.013698630136986,1,0,0,0,2.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
9906,0,0,1,0,61.66575342465753,-1000.6657534246576,1,0,1,0,2.0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
9907,0,1,0,0,34.36164383561644,11.936986301369863,1,1,1,1,2.0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
9908,1,0,1,0,40.48767123287672,9.101369863013698,1,0,0,0,1.0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
9909,0,0,1,0,55.394520547945206,3.3534246575342466,1,0,1,1,2.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
9910,0,0,1,1,46.56712328767123,0.7671232876712328,1,1,1,0,2.0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0
9911,1,1,1,2,34.0986301369863,5.931506849315069,1,0,0,0,4.0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
9912,0,0,1,1,35.21643835616438,0.3424657534246575,1,0,1,0,3.0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
9913,0,0,0,0,37.85479452054795,7.602739726027397,1,0,0,0,2.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
9914,0,0,0,0,51.97808219178082,10.178082191780822,1,0,0,0,1.0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
9916,0,1,1,2,37.92328767123288,0.5917808219178082,1,0,0,1,4.0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
9917,0,0,1,1,30.07945205479452,9.597260273972603,1,0,0,1,3.0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
9918,0,0,1,0,46.68219178082192,20.117808219178084,1,0,0,0,2.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
9919,0,0,1,0,60.24657534246575,21.03287671232877,1,1,1,0,1.0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
9920,0,0,1,0,34.54520547945206,4.021917808219178,1,0,0,0,1.0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0
9921,0,0,1,0,42.0986301369863,0.9287671232876712,1,0,0,0,2.0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
9922,0,0,1,1,33.64109589041096,13.432876712328769,1,1,1,0,3.0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
9923,0,0,0,1,34.484931506849314,9.934246575342463,1,0,0,1,2.0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0
9924,0,0,1,0,62.33424657534247,-1000.6657534246576,1,0,0,0,2.0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
9925,0,0,1,0,45.12602739726027,3.5945205479452054,1,0,1,0,1.0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0
9926,1,0,1,0,55.273972602739725,7.1068493150684935,1,0,0,0,2.0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
9927,0,1,1,1,29.887671232876716,3.764383561643836,1,0,0,0,2.0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
9928,0,1,1,0,41.65205479452055,19.438356164383563,1,0,0,0,2.0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
9929,0,0,1,0,50.367123287671234,2.1726027397260275,1,0,1,0,2.0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
9930,0,0,1,0,58.31232876712329,-1000.6657534246576,1,0,0,1,2.0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
9932,0,0,1,0,51.99452054794521,8.263013698630138,1,1,1,0,1.0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0
9933,0,0,1,0,60.73698630136986,-1000.6657534246576,1,0,0,0,2.0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
9934,0,1,1,0,54.05479452054794,8.263013698630138,1,0,0,1,2.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
9936,0,0,1,1,37.52876712328767,3.2739726027397262,1,0,0,0,2.0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
9937,0,0,1,0,40.10958904109589,-1000.6657534246576,1,0,1,1,2.0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
9938,0,0,1,0,56.97260273972603,-1000.6657534246576,1,0,1,0,2.0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
9939,1,1,1,2,40.2958904109589,4.6,1,0,1,0,4.0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
9940,0,1,1,0,59.92054794520548,15.52054794520548,1,1,1,0,2.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
9942,1,1,1,1,46.02191780821918,3.608219178082192,1,0,0,0,3.0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
9944,0,1,1,0,54.15068493150685,5.93972602739726,1,0,0,0,2.0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
9945,1,0,1,0,57.72602739726028,3.010958904109589,1,1,0,0,2.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
9946,0,0,0,0,51.71506849315068,8.263013698630138,1,0,0,0,2.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
